repo-url,slug,step-status
https://gitlab.pro.ai/sina/iowa-counties-bubbles.git,template-map-iowa-counties-bubbles,
https://gitlab.pro.ai/sina/iowa.git,template-map-iowa-counties-choropleth,
https://gitlab.pro.ai/sina/iowa-counties-symbols.git,template-map-iowa-counties-symbols,
https://gitlab.pro.ai/sina/iran-provinces-bubbles.git,template-map-iran-provinces-bubbles,
https://gitlab.pro.ai/sina/iran-provinces.git,template-map-iran-provinces-choropleth,
https://gitlab.pro.ai/sina/iran-provinces-symbols.git,template-map-iran-provinces-symbols,
https://gitlab.pro.ai/sina/ireland-counties-bubbles.git,template-map-ireland-counties-bubbles,
https://gitlab.pro.ai/sina/ireland-counties.git,template-map-ireland-counties-choropleth,
https://gitlab.pro.ai/sina/ireland-counties-symbols.git,template-map-ireland-counties-symbols,
https://gitlab.pro.ai/sina/israel-districts-bubbles.git,template-map-israel-districts-bubbles,
https://gitlab.pro.ai/sina/israel-districts.git,template-map-israel-districts-choropleth,
https://gitlab.pro.ai/sina/israel-districts-symbols.git,template-map-israel-districts-symbols,
https://gitlab.pro.ai/sina/italy-provinces-bubbles.git,template-map-italy-provinces-bubbles,
https://gitlab.pro.ai/sina/italy-provinces.git,template-map-italy-provinces-choropleth,
https://gitlab.pro.ai/sina/italy-provinces-symbols.git,template-map-italy-provinces-symbols,
https://gitlab.pro.ai/sina/japan-prefectures-bubbles.git,template-map-japan-prefectures-bubbles,
https://gitlab.pro.ai/sina/japan-prefectures.git,template-map-japan-prefectures-choropleth,
https://gitlab.pro.ai/sina/japan-prefectures-symbols.git,template-map-japan-prefectures-symbols,
https://gitlab.pro.ai/sina/kansas-counties-bubbles.git,template-map-kansas-counties-bubbles,
https://gitlab.pro.ai/sina/kansas.git,template-map-kansas-counties-choropleth,
https://gitlab.pro.ai/sina/kansas-counties-symbols.git,template-map-kansas-counties-symbols,
https://gitlab.pro.ai/sina/kentucky-counties-bubbles.git,template-map-kentucky-counties-bubbles,
https://gitlab.pro.ai/sina/kentucky.git,template-map-kentucky-counties-choropleth,
https://gitlab.pro.ai/sina/kentucky-counties-symbols.git,template-map-kentucky-counties-symbols,
https://gitlab.pro.ai/sina/latin-america.git,template-map-latin-america-choropleth,
https://gitlab.pro.ai/sina/latin-america-countries-bubbles.git,template-map-latin-america-countries-bubbles,
https://gitlab.pro.ai/sina/latin-america-countries-symbols.git,template-map-latin-america-countries-symbols,
https://gitlab.pro.ai/sina/louisiana-counties-bubbles.git,template-map-louisiana-counties-bubbles,
https://gitlab.pro.ai/sina/louisiana.git,template-map-louisiana-counties-choropleth,
https://gitlab.pro.ai/sina/louisiana-counties-symbols.git,template-map-louisiana-counties-symbols,
https://gitlab.pro.ai/sina/maine-counties-bubbles.git,template-map-maine-counties-bubbles,
https://gitlab.pro.ai/sina/maine.git,template-map-maine-counties-choropleth,
https://gitlab.pro.ai/sina/maine-counties-symbols.git,template-map-maine-counties-symbols,
https://gitlab.pro.ai/sina/malaysia-states-bubbles.git,template-map-malaysia-states-bubbles,
https://gitlab.pro.ai/sina/malaysia-states.git,template-map-malaysia-states-choropleth,
https://gitlab.pro.ai/sina/malaysia-states-symbols.git,template-map-malaysia-states-symbols,
https://gitlab.pro.ai/sina/maryland-counties-bubbles.git,template-map-maryland-counties-bubbles,
https://gitlab.pro.ai/sina/maryland.git,template-map-maryland-counties-choropleth,
https://gitlab.pro.ai/sina/maryland-counties-symbols.git,template-map-maryland-counties-symbols,
https://gitlab.pro.ai/sina/massachusetts-counties-bubbles.git,template-map-massachusetts-counties-bubbles,
https://gitlab.pro.ai/sina/massachusetts.git,template-map-massachusetts-counties-choropleth,
https://gitlab.pro.ai/sina/massachusetts-counties-symbols.git,template-map-massachusetts-counties-symbols,
https://gitlab.pro.ai/sina/mediterranean-sea.git,template-map-mediterranean-sea-choropleth,
https://gitlab.pro.ai/sina/mediterranean-sea-countries-bubbles.git,template-map-mediterranean-sea-countries-bubbles,
https://gitlab.pro.ai/sina/mediterranean-sea-countries-symbols.git,template-map-mediterranean-sea-countries-symbols,
https://gitlab.pro.ai/sina/mexico-states-bubbles.git,template-map-mexico-states-bubbles,
https://gitlab.pro.ai/sina/mexico-states.git,template-map-mexico-states-choropleth,
https://gitlab.pro.ai/sina/mexico-states-symbols.git,template-map-mexico-states-symbols,
https://gitlab.pro.ai/sina/michigan-counties-bubbles.git,template-map-michigan-counties-bubbles,
https://gitlab.pro.ai/sina/michigan.git,template-map-michigan-counties-choropleth,
https://gitlab.pro.ai/sina/michigan-counties-symbols.git,template-map-michigan-counties-symbols,
https://gitlab.pro.ai/sina/middle-east.git,template-map-middle-east-choropleth,
https://gitlab.pro.ai/sina/middle-east-countries-bubbles.git,template-map-middle-east-countries-bubbles,
https://gitlab.pro.ai/sina/middle-east-countries-symbols.git,template-map-middle-east-countries-symbols,
https://gitlab.pro.ai/sina/minnesota-counties-bubbles.git,template-map-minnesota-counties-bubbles,
https://gitlab.pro.ai/sina/minnesota.git,template-map-minnesota-counties-choropleth,
https://gitlab.pro.ai/sina/minnesota-counties-symbols.git,template-map-minnesota-counties-symbols,
https://gitlab.pro.ai/sina/mississippi-counties-bubbles.git,template-map-mississippi-counties-bubbles,
https://gitlab.pro.ai/sina/mississippi.git,template-map-mississippi-counties-choropleth,
https://gitlab.pro.ai/sina/mississippi-counties-symbols.git,template-map-mississippi-counties-symbols,
https://gitlab.pro.ai/sina/missouri-counties-bubbles.git,template-map-missouri-counties-bubbles,
https://gitlab.pro.ai/sina/missouri.git,template-map-missouri-counties-choropleth,
https://gitlab.pro.ai/sina/missouri-counties-symbols.git,template-map-missouri-counties-symbols,
https://gitlab.pro.ai/sina/montana-counties-bubbles.git,template-map-montana-counties-bubbles,
https://gitlab.pro.ai/sina/montana.git,template-map-montana-counties-choropleth,
https://gitlab.pro.ai/sina/montana-counties-symbols.git,template-map-montana-counties-symbols,
https://gitlab.pro.ai/sina/nebraska-counties-bubbles.git,template-map-nebraska-counties-bubbles,
https://gitlab.pro.ai/sina/nebraska.git,template-map-nebraska-counties-choropleth,
https://gitlab.pro.ai/sina/nebraska-counties-symbols.git,template-map-nebraska-counties-symbols,
https://gitlab.pro.ai/sina/netherlands-provinces-bubbles.git,template-map-netherlands-provinces-bubbles,
https://gitlab.pro.ai/sina/netherlands-provinces.git,template-map-netherlands-provinces-choropleth,
https://gitlab.pro.ai/sina/netherlands-provinces-symbols.git,template-map-netherlands-provinces-symbols,
https://gitlab.pro.ai/sina/nevada-counties-bubbles.git,template-map-nevada-counties-bubbles,
https://gitlab.pro.ai/sina/nevada.git,template-map-nevada-counties-choropleth,
https://gitlab.pro.ai/sina/nevada-counties-symbols.git,template-map-nevada-counties-symbols,
https://gitlab.pro.ai/sina/new-hampshire.git,template-map-new-hampshire-choropleth,
https://gitlab.pro.ai/sina/new-hampshire-counties-bubbles.git,template-map-new-hampshire-counties-bubbles,
https://gitlab.pro.ai/sina/new-hampshire-counties-symbols.git,template-map-new-hampshire-counties-symbols,
https://gitlab.pro.ai/sina/new-jersey.git,template-map-new-jersey-choropleth,
https://gitlab.pro.ai/sina/new-jersey-counties-bubbles.git,template-map-new-jersey-counties-bubbles,
https://gitlab.pro.ai/sina/new-jersey-counties-symbols.git,template-map-new-jersey-counties-symbols,
https://gitlab.pro.ai/sina/new-mexico.git,template-map-new-mexico-choropleth,
https://gitlab.pro.ai/sina/new-mexico-counties-bubbles.git,template-map-new-mexico-counties-bubbles,
https://gitlab.pro.ai/sina/new-mexico-counties-symbols.git,template-map-new-mexico-counties-symbols,
https://gitlab.pro.ai/sina/new-york-boroughs-bubbles.git,template-map-new-york-boroughs-bubbles,
https://gitlab.pro.ai/sina/new-york-boroughs.git,template-map-new-york-boroughs-choropleth,
https://gitlab.pro.ai/sina/new-york-boroughs-symbols.git,template-map-new-york-boroughs-symbols,
https://gitlab.pro.ai/sina/new-york.git,template-map-new-york-choropleth,
https://gitlab.pro.ai/sina/new-york-counties-bubbles.git,template-map-new-york-counties-bubbles,
https://gitlab.pro.ai/sina/new-york-counties-symbols.git,template-map-new-york-counties-symbols,
https://gitlab.pro.ai/sina/nigeria-states-bubbles.git,template-map-nigeria-states-bubbles,
https://gitlab.pro.ai/sina/nigeria-states.git,template-map-nigeria-states-choropleth,
https://gitlab.pro.ai/sina/nigeria-states-symbols.git,template-map-nigeria-states-symbols,
https://gitlab.pro.ai/sina/north-america-countries-bubbles.git,template-map-north-america-countries-bubbles,
https://gitlab.pro.ai/sina/north-america-countries.git,template-map-north-america-countries-choropleth,
https://gitlab.pro.ai/sina/north-america-countries-symbols.git,template-map-north-america-countries-symbols,
https://gitlab.pro.ai/sina/north-carolina.git,template-map-north-carolina-choropleth,
https://gitlab.pro.ai/sina/north-carolina-counties-bubbles.git,template-map-north-carolina-counties-bubbles,
https://gitlab.pro.ai/sina/north-carolina-counties-symbols.git,template-map-north-carolina-counties-symbols,
https://gitlab.pro.ai/sina/north-dakota.git,template-map-north-dakota-choropleth,
https://gitlab.pro.ai/sina/north-dakota-counties-bubbles.git,template-map-north-dakota-counties-bubbles,
https://gitlab.pro.ai/sina/north-dakota-counties-symbols.git,template-map-north-dakota-counties-symbols,
https://gitlab.pro.ai/sina/norway-counties-bubbles.git,template-map-norway-counties-bubbles,
https://gitlab.pro.ai/sina/norway-counties.git,template-map-norway-counties-choropleth,
https://gitlab.pro.ai/sina/norway-counties-symbols.git,template-map-norway-counties-symbols,
https://gitlab.pro.ai/sina/oceania-countries-bubbles.git,template-map-oceania-countries-bubbles,
https://gitlab.pro.ai/sina/oceania.git,template-map-oceania-countries-choropleth,
https://gitlab.pro.ai/sina/oceania-countries-symbols.git,template-map-oceania-countries-symbols,
https://gitlab.pro.ai/sina/ohio-counties-bubbles.git,template-map-ohio-counties-bubbles,
https://gitlab.pro.ai/sina/ohio.git,template-map-ohio-counties-choropleth,
https://gitlab.pro.ai/sina/ohio-counties-symbols.git,template-map-ohio-counties-symbols,
https://gitlab.pro.ai/sina/oklahoma-counties-bubbles.git,template-map-oklahoma-counties-bubbles,
https://gitlab.pro.ai/sina/oklahoma.git,template-map-oklahoma-counties-choropleth,
https://gitlab.pro.ai/sina/oklahoma-counties-symbols.git,template-map-oklahoma-counties-symbols,
https://gitlab.pro.ai/sina/oregon-counties-bubbles.git,template-map-oregon-counties-bubbles,
https://gitlab.pro.ai/sina/oregon.git,template-map-oregon-counties-choropleth,
https://gitlab.pro.ai/sina/oregon-counties-symbols.git,template-map-oregon-counties-symbols,
https://gitlab.pro.ai/sina/pakistan-provinces-bubbles.git,template-map-pakistan-provinces-bubbles,
https://gitlab.pro.ai/sina/pakistan-provinces.git,template-map-pakistan-provinces-choropleth,
https://gitlab.pro.ai/sina/pakistan-provinces-symbols.git,template-map-pakistan-provinces-symbols,
https://gitlab.pro.ai/sina/pennsylvania-counties-bubbles.git,template-map-pennsylvania-counties-bubbles,
https://gitlab.pro.ai/sina/pennsylvania.git,template-map-pennsylvania-counties-choropleth,
https://gitlab.pro.ai/sina/pennsylvania-counties-symbols.git,template-map-pennsylvania-counties-symbols,
https://gitlab.pro.ai/sina/peru-regions-bubbles.git,template-map-peru-regions-bubbles,
https://gitlab.pro.ai/sina/peru-regions.git,template-map-peru-regions-choropleth,
https://gitlab.pro.ai/sina/peru-regions-symbols.git,template-map-peru-regions-symbols,
https://gitlab.pro.ai/sina/philippines-provinces-bubbles.git,template-map-philippines-provinces-bubbles,
https://gitlab.pro.ai/sina/philippines-provinces.git,template-map-philippines-provinces-choropleth,
https://gitlab.pro.ai/sina/philippines-provinces-symbols.git,template-map-philippines-provinces-symbols,
https://gitlab.pro.ai/sina/poland-provinces-bubbles.git,template-map-poland-provinces-bubbles,
https://gitlab.pro.ai/sina/poland-provinces.git,template-map-poland-provinces-choropleth,
https://gitlab.pro.ai/sina/poland-provinces-symbols.git,template-map-poland-provinces-symbols,
https://gitlab.pro.ai/sina/portugal-subdivisions-bubbles.git,template-map-portugal-subdivisions-bubbles,
https://gitlab.pro.ai/sina/portugal-subdivisions.git,template-map-portugal-subdivisions-choropleth,
https://gitlab.pro.ai/sina/portugal-subdivisions-symbols.git,template-map-portugal-subdivisions-symbols,
https://gitlab.pro.ai/sina/qatar-municipalities-bubbles.git,template-map-qatar-municipalities-bubbles,
https://gitlab.pro.ai/sina/qatar-municipalities.git,template-map-qatar-municipalities-choropleth,
https://gitlab.pro.ai/sina/qatar-municipalities-symbols.git,template-map-qatar-municipalities-symbols,
https://gitlab.pro.ai/sina/rhode-island.git,template-map-rhode-island-choropleth,
https://gitlab.pro.ai/sina/rhode-island-counties-bubbles.git,template-map-rhode-island-counties-bubbles,
https://gitlab.pro.ai/sina/rhode-island-counties-symbols.git,template-map-rhode-island-counties-symbols,
https://gitlab.pro.ai/sina/romania-regions-bubbles.git,template-map-romania-regions-bubbles,
https://gitlab.pro.ai/sina/romania-regions.git,template-map-romania-regions-choropleth,
https://gitlab.pro.ai/sina/romania-regions-symbols.git,template-map-romania-regions-symbols,
https://gitlab.pro.ai/sina/russia-federal-subjects-bubbles.git,template-map-russia-federal-subjects-bubbles,
https://gitlab.pro.ai/sina/russia-federal-subjects.git,template-map-russia-federal-subjects-choropleth,
https://gitlab.pro.ai/sina/russia-federal-subjects-symbols.git,template-map-russia-federal-subjects-symbols,
https://gitlab.pro.ai/sina/saudi-arabia-provinces-bubbles.git,template-map-saudi-arabia-provinces-bubbles,
https://gitlab.pro.ai/sina/saudi-arabia-provinces.git,template-map-saudi-arabia-provinces-choropleth,
https://gitlab.pro.ai/sina/saudi-arabia-provinces-symbols.git,template-map-saudi-arabia-provinces-symbols,
https://gitlab.pro.ai/sina/singapore-regions-bubbles.git,template-map-singapore-regions-bubbles,
https://gitlab.pro.ai/sina/singapore-regions.git,template-map-singapore-regions-choropleth,
